0,0.00490405,0.00978196,0.014608,0.0193575,0.0240069,0.0285345,0.0329206,0.0371476,0.0412003,0.045066,0.0487345,0.0521978,0.0554504,0.058489,0.0613122,0.0639204,0.0663157,0.0685016,0.0704828,0.072265,0.0738546,0.0752588,0.0764854,0.0775421,0.0784375,0.0791796,0.079777,0.080238,0.0805708,0.0807834,0.0808837,0.0808793,0.0807774,0.0805851,0.0803091,0.0799559,0.0795315,0.0790417,0.078492,0.0778875,0.0772332,0.0765336,0.0757931,0.0750156,0.0742049,0.0733647,0.0724981,0.0716083,0.0706981,0.0697703,0.0688272,0.0678713,0.0669046,0.0659291,0.0649466,0.063959,0.0629676,0.061974,0.0609795,0.0599853,0.0589926,0.0580023,0.0570154,0.0560328,0.0550552,0.0540834,0.053118,0.0521596,0.0512087,0.0502659,0.0493314,0.0484058,0.0474893,0.0465822,0.0456849,0.0447975,0.0439202,0.0430532,0.0421966,0.0413506,0.0405152,0.0396904,0.0388765,0.0380732,0.0372808,0.0364991,0.0357282,0.034968,0.0342185,0.0334796,0.0327513,0.0320334,0.0313259,0.0306286,0.0299416,0.0292646,0.0285976,0.0279405,0.027293,0.0266551,0.0260267,0.0254076,0.0247976,0.0241966,0.0236046,0.0230212,0.0224464,0.02188,0.0213218,0.0207718,0.0202296,0.0196953,0.0191685,0.0186492,0.0181372,0.0176323,0.0171343,0.0166432,0.0161586,0.0156806,0.0152088,0.0147431,0.0142834,0.0138296,0.0133813,0.0129385,0.0125011,0.0120688,0.0116414,0.0112189,0.0108011,0.0103877,0.0099787,0.00957387,0.00917305,0.00877609,0.00838283,0.00799311,0.00760678,0.00722367,0.00684363,0.0064665,0.00609213,0.00572035,0.00535103,0.00498399,0.00461909,0.00425617,0.00389508,0.00353566,0.00317777,0.00282124,0.00246593,0.00211168,0.00175834,0.00140576,0.00105379,0.000702274,0.000351061,0
0,0.0044412,0.00885957,0.0132327,0.0175388,0.0217575,0.0258694,0.0298571,0.033705,0.0373993,0.0409286,0.0442832,0.0474559,0.0504412,0.0532356,0.0558373,0.0582463,0.060464,0.0624928,0.0643366,0.0660001,0.0674886,0.0688083,0.0699657,0.0709679,0.0718219,0.0725352,0.0731152,0.0735692,0.0739047,0.0741288,0.0742487,0.0742712,0.074203,0.0740504,0.0738196,0.0735165,0.0731466,0.0727154,0.0722278,0.0716887,0.0711025,0.0704735,0.0698057,0.0691029,0.0683685,0.067606,0.0668183,0.0660084,0.0651789,0.0643324,0.0634712,0.0625974,0.061713,0.06082,0.05992,0.0590147,0.0581055,0.0571938,0.0562807,0.0553676,0.0544555,0.0535452,0.0526378,0.051734,0.0508346,0.0499403,0.0490516,0.0481691,0.0472934,0.0464248,0.0455639,0.0447109,0.0438662,0.04303,0.0422027,0.0413844,0.0405753,0.0397757,0.0389855,0.038205,0.0374342,0.0366731,0.035922,0.0351807,0.0344492,0.0337277,0.033016,0.0323142,0.0316222,0.0309399,0.0302673,0.0296044,0.028951,0.0283071,0.0276725,0.0270472,0.0264311,0.0258241,0.025226,0.0246367,0.0240561,0.0234841,0.0229206,0.0223653,0.0218183,0.0212793,0.0207481,0.0202247,0.019709,0.0192007,0.0186997,0.0182059,0.0177191,0.0172391,0.0167659,0.0162993,0.0158391,0.0153851,0.0149373,0.0144954,0.0140594,0.013629,0.0132041,0.0127845,0.0123702,0.0119609,0.0115566,0.011157,0.0107619,0.0103714,0.00998514,0.00960304,0.00922495,0.00885072,0.00848019,0.00811324,0.0077497,0.00738943,0.00703229,0.00667812,0.00632679,0.00597816,0.00563206,0.00528838,0.00494694,0.00460763,0.00427029,0.00393478,0.00360096,0.00326868,0.00293781,0.00260821,0.00227973,0.00195223,0.00162557,0.00129962,0.000974222,0.000649248,0.000324554,0
0,0.00400119,0.00798249,0.0119243,0.0158078,0.0196148,0.0233286,0.0269336,0.0304161,0.0337637,0.0369659,0.0400142,0.0429017,0.0456231,0.0481751,0.0505555,0.0527641,0.0548014,0.0566694,0.0583712,0.0599105,0.0612919,0.0625205,0.0636019,0.0645422,0.0653477,0.0660246,0.0665797,0.0670195,0.0673505,0.0675791,0.0677117,0.0677546,0.0677136,0.0675945,0.0674031,0.0671445,0.0668239,0.0664462,0.0660159,0.0655376,0.0650153,0.0644529,0.0638541,0.0632225,0.0625612,0.0618733,0.0611616,0.0604289,0.0596777,0.0589102,0.0581286,0.0573349,0.0565311,0.0557188,0.0548997,0.0540753,0.0532468,0.0524157,0.0515831,0.05075,0.0499175,0.0490864,0.0482576,0.0474319,0.04661,0.0457925,0.04498,0.0441729,0.0433719,0.0425773,0.0417895,0.0410088,0.0402356,0.0394701,0.0387125,0.0379632,0.0372222,0.0364897,0.0357658,0.0350507,0.0343445,0.0336471,0.0329587,0.0322793,0.0316088,0.0309474,0.030295,0.0296516,0.0290171,0.0283916,0.0277748,0.0271669,0.0265677,0.0259772,0.0253952,0.0248217,0.0242566,0.0236998,0.0231511,0.0226106,0.022078,0.0215532,0.0210362,0.0205268,0.0200249,0.0195303,0.019043,0.0185628,0.0180896,0.0176231,0.0171634,0.0167103,0.0162636,0.0158232,0.0153889,0.0149607,0.0145383,0.0141217,0.0137108,0.0133052,0.012905,0.01251,0.0121201,0.011735,0.0113547,0.0109791,0.010608,0.0102412,0.00987863,0.00952016,0.00916563,0.00881492,0.00846788,0.00812437,0.00778428,0.00744745,0.00711376,0.00678307,0.00645524,0.00613015,0.00580766,0.00548764,0.00516995,0.00485447,0.00454106,0.00422959,0.00391993,0.00361195,0.00330552,0.00300051,0.00269679,0.00239423,0.0020927,0.00179207,0.00149221,0.001193,0.000894297,0.000595984,0.000297928,0
0,0.00358109,0.00714491,0.0106745,0.0141532,0.0175655,0.0208966,0.0241329,0.0272622,0.0302735,0.0331575,0.0359063,0.0385137,0.0409749,0.0432863,0.045446,0.0474533,0.0493083,0.0510127,0.0525686,0.0539793,0.0552483,0.0563802,0.0573797,0.0582519,0.0590023,0.0596365,0.0601602,0.0605791,0.0608991,0.0611259,0.0612652,0.0613223,0.0613028,0.0612118,0.0610543,0.0608351,0.0605589,0.0602301,0.0598529,0.0594312,0.0589689,0.0584694,0.0579362,0.0573725,0.0567812,0.0561651,0.0555268,0.0548688,0.0541935,0.0535028,0.0527989,0.0520836,0.0513585,0.0506254,0.0498857,0.0491407,0.0483918,0.0476401,0.0468868,0.0461327,0.0453789,0.0446262,0.0438753,0.043127,0.0423819,0.0416407,0.0409038,0.0401717,0.039445,0.0387239,0.0380089,0.0373002,0.0365982,0.0359031,0.0352152,0.0345346,0.0338615,0.0331961,0.0325384,0.0318887,0.0312469,0.0306131,0.0299874,0.0293699,0.0287604,0.0281592,0.027566,0.026981,0.0264041,0.0258353,0.0252745,0.0247217,0.0241767,0.0236397,0.0231103,0.0225887,0.0220747,0.0215682,0.0210691,0.0205774,0.0200929,0.0196155,0.0191451,0.0186817,0.018225,0.0177751,0.0173317,0.0168947,0.0164641,0.0160397,0.0156214,0.0152091,0.0148026,0.0144018,0.0140067,0.013617,0.0132326,0.0128535,0.0124795,0.0121104,0.0117462,0.0113867,0.0110318,0.0106814,0.0103353,0.00999339,0.0096556,0.00932178,0.00899179,0.00866552,0.00834284,0.00802363,0.00770776,0.00739511,0.00708556,0.00677898,0.00647525,0.00617425,0.00587586,0.00557996,0.00528642,0.00499512,0.00470595,0.00441879,0.00413351,0.00385,0.00356814,0.0032878,0.00300887,0.00273124,0.00245477,0.00217937,0.0019049,0.00163125,0.0013583,0.00108594,0.000814043,0.0005425,0.000271192,0
0,0.00317828,0.00634164,0.00947538,0.0125652,0.0155976,0.0185596,0.0214394,0.0242263,0.0269107,0.0294843,0.03194,0.0342723,0.0364765,0.0385495,0.0404893,0.0422949,0.0439664,0.0455047,0.0469117,0.0481899,0.0493424,0.0503727,0.0512851,0.0520838,0.0527736,0.0533592,0.0538457,0.0542382,0.0545415,0.0547609,0.0549012,0.0549673,0.0549641,0.054896,0.0547677,0.0545834,0.0543472,0.0540632,0.0537349,0.0533662,0.0529602,0.0525203,0.0520496,0.0515508,0.0510267,0.0504798,0.0499124,0.0493269,0.0487253,0.0481095,0.0474814,0.0468426,0.0461948,0.0455393,0.0448776,0.0442109,0.0435403,0.042867,0.042192,0.041516,0.0408401,0.0401649,0.0394913,0.0388197,0.0381509,0.0374854,0.0368237,0.0361661,0.0355132,0.0348654,0.0342228,0.0335859,0.0329549,0.03233,0.0317114,0.0310994,0.0304941,0.0298956,0.029304,0.0287195,0.0281421,0.0275719,0.0270089,0.0264532,0.0259048,0.0253636,0.0248298,0.0243033,0.023784,0.0232719,0.0227671,0.0222694,0.0217788,0.0212952,0.0208187,0.020349,0.0198861,0.0194301,0.0189806,0.0185378,0.0181015,0.0176716,0.017248,0.0168306,0.0164193,0.016014,0.0156147,0.0152211,0.0148332,0.014451,0.0140742,0.0137027,0.0133366,0.0129756,0.0126196,0.0122686,0.0119223,0.0115808,0.0112438,0.0109114,0.0105832,0.0102594,0.00993965,0.00962394,0.00931214,0.00900413,0.00869981,0.00839905,0.00810175,0.00780779,0.00751707,0.00722947,0.00694488,0.00666319,0.00638428,0.00610806,0.0058344,0.0055632,0.00529435,0.00502773,0.00476325,0.00450079,0.00424025,0.00398151,0.00372446,0.00346901,0.00321504,0.00296245,0.00271112,0.00246096,0.00221186,0.00196371,0.0017164,0.00146983,0.00122389,0.00097848,0.000733491,0.000488818,0.000244356,0
0,0.0027904,0.00556802,0.00832024,0.0110348,0.0137,0.0163048,0.018839,0.0212931,0.0236589,0.0259291,0.0280975,0.030159,0.0321095,0.0339462,0.0356669,0.0372709,0.0387578,0.0401283,0.0413839,0.0425266,0.0435588,0.0444836,0.0453045,0.0460251,0.0466494,0.0471816,0.0476259,0.0479867,0.0482683,0.0484753,0.0486118,0.0486822,0.0486906,0.0486411,0.0485377,0.0483841,0.048184,0.0479409,0.0476581,0.0473388,0.0469861,0.0466028,0.0461916,0.045755,0.0452956,0.0448155,0.0443169,0.0438017,0.0432719,0.0427292,0.0421752,0.0416115,0.0410394,0.0404602,0.0398753,0.0392857,0.0386924,0.0380964,0.0374987,0.0369001,0.0363013,0.035703,0.0351059,0.0345105,0.0339174,0.0333271,0.0327401,0.0321567,0.0315773,0.0310023,0.0304319,0.0298665,0.0293062,0.0287513,0.0282019,0.0276584,0.0271207,0.026589,0.0260634,0.0255441,0.025031,0.0245243,0.024024,0.0235301,0.0230426,0.0225616,0.0220871,0.021619,0.0211574,0.0207022,0.0202533,0.0198108,0.0193746,0.0189446,0.0185208,0.0181032,0.0176916,0.017286,0.0168863,0.0164925,0.0161044,0.0157221,0.0153453,0.0149741,0.0146082,0.0142478,0.0138925,0.0135425,0.0131974,0.0128574,0.0125222,0.0121918,0.0118661,0.0115449,0.0112282,0.0109159,0.0106079,0.0103041,0.0100043,0.00970853,0.00941662,0.00912849,0.00884402,0.00856314,0.00828573,0.00801169,0.00774093,0.00747334,0.00720882,0.00694728,0.00668861,0.00643272,0.00617951,0.00592887,0.00568071,0.00543494,0.00519144,0.00495014,0.00471092,0.00447369,0.00423836,0.00400483,0.003773,0.00354277,0.00331405,0.00308675,0.00286077,0.00263601,0.00241239,0.00218979,0.00196814,0.00174733,0.00152727,0.00130787,0.00108903,0.000870664,0.00065267,0.000434957,0.000217432,0
0,0.00241533,0.00481982,0.00720278,0.00955382,0.011863,0.0141208,0.0163186,0.0184483,0.0205029,0.0224759,0.024362,0.0261568,0.0278566,0.0294589,0.0309617,0.0323641,0.0336658,0.0348672,0.0359694,0.0369739,0.0378829,0.0386988,0.0394245,0.040063,0.0406177,0.0410921,0.0414899,0.0418147,0.0420703,0.0422605,0.042389,0.0424594,0.0424755,0.0424406,0.0423583,0.0422318,0.0420642,0.0418588,0.0416182,0.0413455,0.0410431,0.0407136,0.0403594,0.0399828,0.0395857,0.0391703,0.0387384,0.0382918,0.0378321,0.0373608,0.0368795,0.0363893,0.0358916,0.0353876,0.0348783,0.0343647,0.0338477,0.0333283,0.0328072,0.032285,0.0317626,0.0312406,0.0307194,0.0301997,0.0296818,0.0291663,0.0286536,0.0281439,0.0276377,0.0271353,0.0266368,0.0261426,0.0256528,0.0251677,0.0246874,0.0242121,0.0237419,0.023277,0.0228173,0.0223631,0.0219143,0.021471,0.0210333,0.0206012,0.0201747,0.0197539,0.0193387,0.0189291,0.0185251,0.0181267,0.0177339,0.0173466,0.0169648,0.0165885,0.0162176,0.015852,0.0154917,0.0151367,0.0147868,0.0144421,0.0141024,0.0137676,0.0134378,0.0131127,0.0127925,0.0124769,0.0121659,0.0118594,0.0115573,0.0112596,0.0109661,0.0106768,0.0103916,0.0101104,0.00983307,0.00955961,0.0092899,0.00902384,0.00876135,0.00850233,0.00824671,0.0079944,0.0077453,0.00749933,0.0072564,0.00701642,0.00677931,0.00654497,0.00631333,0.00608429,0.00585777,0.00563367,0.00541192,0.00519242,0.0049751,0.00475986,0.00454661,0.00433529,0.00412579,0.00391803,0.00371193,0.00350741,0.00330437,0.00310275,0.00290244,0.00270337,0.00250546,0.00230862,0.00211277,0.00191782,0.0017237,0.00153031,0.00133759,0.00114544,0.000953777,0.000762529,0.00057161,0.000380936,0.000190427,0
0,0.00205111,0.00409318,0.00611729,0.00811476,0.0100773,0.0119969,0.0138664,0.0156789,0.0174284,0.0191097,0.0207181,0.0222497,0.0237015,0.0250712,0.0263571,0.0275582,0.0286743,0.0297055,0.0306527,0.0315171,0.0323004,0.0330045,0.0336318,0.0341849,0.0346665,0.0350796,0.0354271,0.0357122,0.0359381,0.0361078,0.0362246,0.0362915,0.0363117,0.036288,0.0362235,0.0361209,0.0359829,0.0358121,0.0356111,0.0353822,0.0351277,0.0348497,0.0345502,0.0342313,0.0338947,0.0335422,0.0331752,0.0327955,0.0324043,0.0320031,0.031593,0.0311752,0.0307508,0.0303208,0.0298861,0.0294476,0.0290062,0.0285624,0.0281171,0.0276709,0.0272243,0.0267778,0.0263321,0.0258875,0.0254445,0.0250034,0.0245646,0.0241284,0.0236951,0.0232649,0.0228381,0.0224149,0.0219954,0.02158,0.0211686,0.0207614,0.0203586,0.0199603,0.0195664,0.0191772,0.0187926,0.0184128,0.0180377,0.0176674,0.0173018,0.0169411,0.0165852,0.0162341,0.0158878,0.0155463,0.0152096,0.0148776,0.0145502,0.0142276,0.0139096,0.0135961,0.0132872,0.0129828,0.0126828,0.0123872,0.0120959,0.0118088,0.011526,0.0112473,0.0109726,0.010702,0.0104352,0.0101724,0.00991332,0.00965798,0.00940628,0.00915817,0.00891356,0.00867238,0.00843456,0.00820002,0.00796868,0.00774049,0.00751534,0.00729319,0.00707394,0.00685752,0.00664386,0.00643289,0.00622451,0.00601867,0.00581529,0.00561429,0.00541559,0.00521913,0.00502483,0.0048326,0.00464239,0.00445411,0.00426769,0.00408306,0.00390014,0.00371887,0.00353916,0.00336095,0.00318416,0.00300871,0.00283455,0.00266159,0.00248977,0.00231901,0.00214923,0.00198038,0.00181238,0.00164515,0.00147862,0.00131274,0.00114741,0.000982581,0.000818172,0.000654115,0.00049034,0.000326776,0.000163353,0
0,0.00169594,0.00338452,0.00505848,0.00671072,0.00833446,0.00992326,0.0114711,0.0129725,0.0144224,0.0158165,0.0171509,0.0184225,0.0196287,0.0207674,0.0218373,0.0228375,0.0237677,0.0246281,0.025419,0.0261416,0.0267972,0.0273873,0.0279137,0.0283786,0.0287842,0.0291329,0.0294271,0.0296693,0.0298622,0.0300083,0.0301103,0.0301707,0.030192,0.0301766,0.0301271,0.0300457,0.0299346,0.0297961,0.0296322,0.0294449,0.0292361,0.0290075,0.028761,0.028498,0.0282201,0.0279288,0.0276253,0.027311,0.0269871,0.0266546,0.0263147,0.0259682,0.0256161,0.0252592,0.0248983,0.0245341,0.0241673,0.0237986,0.0234285,0.0230575,0.0226862,0.0223149,0.0219442,0.0215744,0.0212058,0.0208387,0.0204735,0.0201105,0.0197498,0.0193916,0.0190363,0.0186839,0.0183347,0.0179887,0.017646,0.0173069,0.0169714,0.0166396,0.0163115,0.0159872,0.0156669,0.0153504,0.0150378,0.0147293,0.0144247,0.0141241,0.0138275,0.0135349,0.0132463,0.0129617,0.012681,0.0124043,0.0121315,0.0118626,0.0115975,0.0113362,0.0110787,0.010825,0.0105749,0.0103285,0.0100856,0.00984634,0.00961054,0.00937819,0.00914922,0.00892358,0.00870122,0.00848207,0.00826609,0.0080532,0.00784336,0.00763649,0.00743255,0.00723146,0.00703317,0.00683762,0.00664474,0.00645447,0.00626675,0.00608152,0.00589871,0.00571825,0.0055401,0.00536418,0.00519044,0.00501881,0.00484922,0.00468162,0.00451594,0.00435212,0.00419009,0.00402981,0.0038712,0.0037142,0.00355875,0.0034048,0.00325227,0.00310111,0.00295126,0.00280265,0.00265523,0.00250893,0.0023637,0.00221947,0.00207619,0.0019338,0.00179223,0.00165142,0.00151132,0.00137187,0.00123301,0.00109468,0.000956818,0.000819367,0.000682268,0.000545462,0.000408891,0.000272496,0.000136219,0
0,0.00134815,0.00269051,0.00402139,0.00533522,0.00662666,0.00789063,0.0091224,0.0103176,0.0114723,0.0125831,0.0136468,0.0146609,0.0156234,0.0165326,0.0173874,0.0181871,0.0189313,0.0196201,0.0202539,0.0208334,0.0213596,0.0218338,0.0222573,0.0226319,0.0229591,0.0232409,0.0234792,0.023676,0.0238334,0.0239533,0.0240379,0.0240892,0.0241091,0.0240997,0.0240629,0.0240004,0.0239142,0.0238058,0.0236771,0.0235295,0.0233646,0.0231838,0.0229884,0.0227799,0.0225593,0.0223278,0.0220866,0.0218366,0.0215788,0.0213141,0.0210433,0.0207672,0.0204865,0.0202019,0.0199141,0.0196235,0.0193309,0.0190366,0.0187412,0.018445,0.0181484,0.017852,0.0175558,0.0172604,0.0169659,0.0166726,0.0163808,0.0160906,0.0158023,0.0155161,0.015232,0.0149503,0.0146711,0.0143944,0.0141205,0.0138493,0.013581,0.0133156,0.0130532,0.0127939,0.0125376,0.0122845,0.0120345,0.0117876,0.011544,0.0113035,0.0110663,0.0108322,0.0106013,0.0103736,0.010149,0.00992761,0.00970933,0.00949415,0.00928204,0.00907299,0.00886694,0.00866389,0.00846378,0.00826658,0.00807226,0.00788077,0.00769207,0.00750613,0.00732289,0.00714232,0.00696436,0.00678898,0.00661613,0.00644576,0.00627782,0.00611226,0.00594904,0.0057881,0.0056294,0.00547289,0.00531852,0.00516624,0.00501599,0.00486774,0.00472142,0.004577,0.00443441,0.0042936,0.00415454,0.00401717,0.00388143,0.00374728,0.00361467,0.00348355,0.00335387,0.00322558,0.00309862,0.00297296,0.00284854,0.00272531,0.00260322,0.00248223,0.00236228,0.00224334,0.00212534,0.00200824,0.00189199,0.00177655,0.00166186,0.00154788,0.00143456,0.00132186,0.00120972,0.0010981,0.000986951,0.000876225,0.000765874,0.000655853,0.000546114,0.000436609,0.000327293,0.000218117,0.000109035,0
0,0.00100614,0.002008,0.00300138,0.00398214,0.00494635,0.00589024,0.0068103,0.00770329,0.00856629,0.00939669,0.0101922,0.010951,0.0116714,0.0123523,0.0129927,0.0135922,0.0141503,0.0146672,0.0151432,0.0155786,0.0159743,0.0163311,0.0166502,0.0169325,0.0171795,0.0173925,0.017573,0.0177223,0.0178421,0.0179339,0.0179991,0.0180392,0.0180559,0.0180505,0.0180245,0.0179792,0.017916,0.0178362,0.017741,0.0176316,0.0175092,0.0173748,0.0172294,0.017074,0.0169096,0.016737,0.0165569,0.0163703,0.0161777,0.0159799,0.0157775,0.015571,0.0153611,0.0151482,0.0149329,0.0147155,0.0144964,0.0142761,0.0140549,0.0138331,0.013611,0.013389,0.0131671,0.0129458,0.0127251,0.0125054,0.0122867,0.0120693,0.0118532,0.0116386,0.0114257,0.0112145,0.0110052,0.0107978,0.0105924,0.0103891,0.010188,0.00998899,0.00979224,0.00959777,0.00940561,0.00921578,0.0090283,0.00884319,0.00866046,0.00848012,0.00830217,0.0081266,0.00795343,0.00778263,0.0076142,0.00744813,0.0072844,0.00712299,0.00696389,0.00680707,0.00665252,0.0065002,0.00635008,0.00620215,0.00605638,0.00591273,0.00577118,0.00563168,0.00549422,0.00535875,0.00522525,0.00509368,0.004964,0.00483618,0.00471019,0.00458598,0.00446353,0.00434278,0.00422372,0.0041063,0.00399048,0.00387623,0.00376351,0.00365228,0.0035425,0.00343414,0.00332716,0.00322152,0.00311718,0.00301411,0.00291227,0.00281162,0.00271213,0.00261375,0.00251645,0.00242019,0.00232494,0.00223065,0.0021373,0.00204484,0.00195324,0.00186246,0.00177246,0.00168321,0.00159468,0.00150681,0.00141959,0.00133297,0.00124692,0.0011614,0.00107638,0.000991817,0.000907677,0.000823926,0.000740529,0.000657448,0.000574651,0.0004921,0.00040976,0.000327597,0.000245574,0.000163657,8.18111e-05,0
0,0.000668409,0.001334,0.00199399,0.00264565,0.00328639,0.00391371,0.00452529,0.005119,0.0056929,0.00624524,0.00677454,0.00727951,0.00775911,0.00821252,0.00863915,0.00903861,0.00941071,0.00975546,0.010073,0.0103637,0.010628,0.0108664,0.0110797,0.0112687,0.0114341,0.0115769,0.011698,0.0117984,0.0118791,0.0119411,0.0119854,0.012013,0.0120249,0.0120221,0.0120055,0.0119761,0.0119346,0.0118821,0.0118193,0.011747,0.011666,0.011577,0.0114806,0.0113775,0.0112684,0.0111537,0.0110341,0.0109101,0.0107821,0.0106506,0.0105159,0.0103786,0.0102389,0.0100973,0.00995396,0.00980924,0.00966342,0.00951674,0.00936945,0.00922176,0.00907386,0.00892595,0.0087782,0.00863076,0.00848377,0.00833736,0.00819166,0.00804678,0.00790281,0.00775984,0.00761796,0.00747723,0.00733773,0.00719951,0.00706263,0.00692712,0.00679304,0.00666041,0.00652927,0.00639964,0.00627155,0.00614501,0.00602003,0.00589663,0.00577481,0.00565459,0.00553595,0.00541891,0.00530346,0.00518959,0.0050773,0.00496657,0.00485741,0.0047498,0.00464372,0.00453916,0.00443611,0.00433455,0.00423446,0.00413583,0.00403863,0.00394285,0.00384846,0.00375545,0.00366379,0.00357346,0.00348444,0.00339671,0.00331024,0.00322501,0.00314099,0.00305817,0.00297652,0.002896,0.00281661,0.00273831,0.00266108,0.00258489,0.00250973,0.00243555,0.00236235,0.00229009,0.00221875,0.00214831,0.00207873,0.00201,0.00194209,0.00187497,0.00180862,0.00174302,0.00167813,0.00161394,0.00155042,0.00148755,0.00142529,0.00136363,0.00130255,0.00124201,0.001182,0.00112248,0.00106344,0.00100485,0.000946681,0.000888919,0.000831534,0.000774504,0.000717805,0.000661412,0.000605302,0.000549451,0.000493836,0.000438432,0.000383217,0.000328166,0.000273257,0.000218464,0.000163766,0.000109138,5.45574e-05,0
0,0.000333503,0.000665605,0.000994923,0.00132011,0.00163986,0.00195294,0.0022582,0.00255457,0.00284108,0.00311688,0.00338121,0.00363343,0.00387302,0.00409958,0.0043128,0.00451248,0.00469852,0.00487093,0.00502979,0.00517524,0.00530752,0.00542692,0.00553376,0.00562844,0.00571137,0.005783,0.0058438,0.00589424,0.00593484,0.00596609,0.00598849,0.00600254,0.00600874,0.00600757,0.0059995,0.005985,0.00596451,0.00593845,0.00590725,0.00587129,0.00583096,0.00578661,0.00573858,0.0056872,0.00563277,0.00557559,0.00551592,0.00545401,0.00539012,0.00532446,0.00525725,0.00518868,0.00511893,0.00504818,0.00497659,0.0049043,0.00483145,0.00475817,0.00468458,0.00461078,0.00453688,0.00446297,0.00438913,0.00431545,0.00424198,0.00416881,0.00409599,0.00402357,0.00395161,0.00388015,0.00380922,0.00373888,0.00366914,0.00360004,0.00353161,0.00346387,0.00339684,0.00333053,0.00326497,0.00320016,0.00313612,0.00307285,0.00301036,0.00294866,0.00288776,0.00282765,0.00276833,0.00270981,0.00265208,0.00259514,0.002539,0.00248363,0.00242905,0.00237524,0.0023222,0.00226991,0.00221838,0.0021676,0.00211755,0.00206823,0.00201963,0.00197173,0.00192453,0.00187802,0.00183219,0.00178702,0.0017425,0.00169863,0.00165539,0.00161277,0.00157076,0.00152934,0.00148851,0.00144825,0.00140854,0.00136939,0.00133077,0.00129267,0.00125508,0.00121799,0.00118138,0.00114524,0.00110957,0.00107434,0.00103955,0.00100518,0.000971215,0.00093765,0.00090447,0.000871662,0.000839215,0.000807114,0.000775349,0.000743906,0.000712774,0.00068194,0.000651392,0.000621117,0.000591105,0.000561341,0.000531815,0.000502514,0.000473427,0.00044454,0.000415843,0.000387323,0.000358968,0.000330766,0.000302706,0.000274776,0.000246963,0.000219256,0.000191644,0.000164113,0.000136653,0.000109252,8.1898e-05,5.45791e-05,2.72837e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
